sentence,학습용 분류,저희 개수
"식이는 동무 아이들에게서 놀림만 받았지만, 속으로는 그래도. ‘바보 자식들! 저희 누나들은 더러운 냄새만 피우나 보지. 우리 큰누나 향수 냄새",0.0,1
"영호가 뒷주머니에서 지갑을 꺼냈다. ""손님, 이대로는 못 가세요. 기왕 저희 집에 오셔서 술을 팔아 줬으니 마음에 맞는 아가씨와 자고",1.0,1
"다짐을 받지 않고 그대로 풀어 줄 수 없는 것이 저희 입장이거든요."" ""걔가 놀래서 말을 안 하는 걸 겁니다. 제가",1.0,1
"본 사람이 있으니까 사실일 것입니다｣ 누군가 말한다. ｢보았다고!｣ ｢예, 저희 이웃에 사는 사람이 보았다는 걸 들은 일이 있읍니다｣ ｢으음｣",1.0,1
아뢰는데 아주 두려운 해몽이다. ｢아버님 바른대로 아룁니다. 제가 그전에 저희 친정에서 보면 조상님 제사도 지내고 정월이면 당산에 고사도 하고,1.0,1
서양물 먹은 잘난 사람들이 너도나도 행여 질세라 다투어 내달아 저희 집 안방을 온돌로 뜯어 고치는 북새통은 가히 장관이다. 온돌의,0.0,1
"큰 학교가 되었습니다. 푸른 강이 내려다보이는 산 중턱에 자리잡은 저희 모교는, 학교의 역사와 더불어 자란 큰 나무가 많이 있고,",1.0,1
하고는 또 고개를 숙여 저희끼리 서로 눈짓을 합니다.,0.0,1
"정도로 난관에 빠져 있던 사람이었지만 결국 갑부가 되었어."" ""예? 저희 당숙이 자살까지 생각했다구요?"" ""그렇다네. 자네 당숙이 처음 나를 찾아왔을",1.0,1
점순이가 저희 집 봉당에 홀로 걸터앉았는데 이게 치마 앞에다 우리 씨암탉을,0.0,1
"눈으로 안 본 게 천행이지'| '그런데 아버지는 그렇다 치고, 저희 작은아버지는 어째서 저들 쪽에 붙었을까요' 서서히 골문 안으로 대시해",1.0,1
수 없죠. 어쨌든 빨리 안정을 되찾기를 바라겠습니다. 그 동안 저희 부부를 위해서 마음 써주신 것 감사하게 생각합니다. 시간이 있으면,1.0,1
구천에서도 원하지 않을 것입니다. 순리대로 해야지요. 그러니 해량하시고 돌아가십시오. 저희 유족들이 모두 다 알아서 해결하겠습니다. 여러분들의 정리는 이것으로도 충분합니다.,1.0,1
자라는 술 안주감이라고 해서 관심을 갖지 못하게 한 다음 저희 바으로들 쫓아버리고 나서 복희를 불러 딴 안주도 좀 장만하라고,0.0,1
"왁왁 대들기 시작했다. ""안 더러우면? 음탕한 젊은 것이 밤새도록 저희 안방 구석에서 추잡해빠진 짓거리를 했으면 했재, 왜 남 부끄러운",0.0,1
"봐라. 소년대에 들어온 것을 후회하고 있지는 않겠지?"" ""네. 공부하는 저희 생도들은 매월 급료를 받기도 하고, 우등생들은 하얼빈 의과대학에 진학할",1.0,1
"이렇게 늙었다. 주소가 바뀐 것은 동회나 구청에서 지역을 조정하다가 저희 멋대로 바꾸어 놓은 것이지, 집은 같은 집이다. 그런데 지난",0.0,1
"하나 넘어 연못골이라구 십여 채쯤 있는 외진 동네가 있는데, 저희 시숙이 살구 계십니다. 초가이지만 집두 깨끗하구 쓸모가 있습니다. 마침",1.0,1
"걱정 같은 것은 하지 않는 듯했다. ""별 약속이 없으시면 저희 집에 잠깐 들렀다 가요. 요즘 집에서 통 식사를 안하시지",1.0,1
그러나 만약 초봉이가 저희들 승재와 계봉이와의 오늘의 이 사실을 몰랐기 때문에 일변 승재의,0.0,1
있다면 당장이라도 죽어버리고 싶을 때가 한두 번이 아니었다. 딸아이한테 저희 오라비가 입던 것들을 입혔던 것은 단순히 생활비가 쪼들리기 때문만은,0.0,1
"""아, 절에 손님이 오셔서 곡차나 대접하자구 이리 모셔왔네."" ""그러시면 저희 집으루 모시지요."" ""아무려면 어떤가. 술이 있으면 되었지."" 모가비 뒤에",1.0,1
그렇지만 서로가 다 마음을 깨끗이 닦아서 그 길을 밟음으로서 저희들의 앞길을 개척할 수 밖에 없다는 것이 제 생각의 하나지요.』,1.0,1
시골에 서 가져오신 참기름이며 깨소금 도 전해 주실 겸 저희 집에서 하룻밤을 주무시고 다음날 내려 가셨습니다. 그런데 얼마 뒤에,1.0,1
『그건 정말로 오해지요. 과연 과거에 있어서 저희들 사이에 혼담이 있었 던 것만은 사실이고……또 그것을 계기로 해서,1.0,1
다를 바 없이 누드에도 잔뜩 저항감이 배인 말투였다. “아직까지는 저희 이모부에게도 비밀이에요. 하지만 이모 역시 남희씨와 다를 바 없었지요.,1.0,1
"상임 위원회에서 演說했더니 巾쓰는 것, 그 양반이 복구해 주더라고. 저희 아버지 어머니 죽었는데 巾도 못쓰는 데가 어디 있어? 세상에",0.0,1
"들고 사또에게 술을 권했습니다. ""사또 나으리, 이 잔 받으십시오. 저희 집에 오신 것을 참으로 기쁘게 생각합니다. 그리고 인심 좋고",1.0,1
"빙 둘러 싼다. ""그 친구... 지금 여기엔 없습니다. 용인에 저희 공장의 자재창고가 있는 데,그 쪽으로 옮긴지 두주일 쯤 되었습니다.",1.0,1
"좋아요. 그럼 그것외에 달리 아는 것 없어요?"" ""예. 하지만 저희 사무실 앞에 있는 벧엘이발관 문양에게 물어보면 알 수 있을거예요.""",1.0,1
7사단 사건에 대하여 다시 한번 정중히 사과드립니다. 그게 모두 저희 목사(牧師)들이 신도(信徒)를 잘못 가르친 탓이올시다. 나아가서 이런 만행(蠻行)을 저질렀는데도,1.0,1
"전하기 위해 신물(信物)로 내려 주신 것입니다. 김평인 의원은 또 저희 둘에게 그것을 전해 주셨구요. 저 사람 서춘근에게는 침통을, 그리고",1.0,1
"아내의 분위기는 전혀 그렇지 않다. ""형이 본래 공부를 잘했어요. 저희 군에서 가장 잘했다니까요."" ""내일은 김혜정 씨가 환자와 같이 진료실로",1.0,1
"일을 하고 있다는 건데. 어떤 일입니까?"" ""인간을 통제하려는 계획입니다. 저희 연구원들은 이미 통제실의 통제를 받고 있습니다. 저는 실험실에 소속되어",1.0,1
쾌히 데려오라고 했다는 것이었다. 장영희는 처음 만난 시골 동무를 저희 집에 데려가는 걸 무척 좋아하였다. 한 선생이 점순에게 말했다.,0.0,1
"""스승께서 부르실 때까지 저희들은 무엇을 하오리까.""",1.0,1
"""그게 소망과 무슨 관계가 있나요?"" ""결국 고려 사직의 멸망은 저희 가친의 세대가 책임져야 하는 업보와 같다는 뜻이지요."" 하얀독수리는 고개만",1.0,1
"'맞습니다' 여환 스님이 연천댁 편을 들었다. 중길이가 말하였다. '스님, 저희 식구 인사 받으십시오' 그는 영길이에게 눈짓하였고, 엉거주춤하고 있던 영길이가",1.0,1
"나니까는 즈 아버지 돌아가구 그래서 그런지 일찌가니 돈을 벌랴구 저희 둘째아버지랑 눈이 벌개서 돌아댕기구는, 월급을 타 가지구 할머니 용돈",0.0,1
"못했소."" ""어머, 그러면 어제 점심부터 굶으셨다는 말씀이십니까? 저 쪽에 저희 오두막이 있사옵니다. 얼른 밥을 지어드릴 테니 가시지요."" 소녀의 말을",1.0,1
『아주머니가 정이 저희들을 염려해 주신다면 이렇게 좀 해 주실까요?』,1.0,1
"아니잖아. 혁명을 한 동지들은 무시해도 분수가 있지. 이 나라가 저희 두 놈의 나라야. 혁명을 결과라 이래선 안 돼. 절대로.""",0.0,1
"”하, 아무래도 하나쯤이야 죽이지 않을라고요”아무리 팔 로님들이 사정이 많으시다고 해도……하……저희들이야……",1.0,1
"경찰서에서 왔다는 김 태영 형사의 말이 무엇보다도 반가웠다. ""그런데 저희 출판부엔 무슨 일로 오셨죠?"" 원 만재로서는 당연히 이런 의문이",1.0,1
"여자였어요. 이름은 이은순(李銀順)이고요. "" ""...... "" ""아까 그 분이 저희 오빠인데 어느 날 최종열씨가 재단사 보조로 들어왔어요. 오빠는 재단사",1.0,1
"묘적사와 솔부리에 근거를 두었던 정원태 도사며 황거사 같은 이들이 저희 무리의 세를 키워가는 데 너무 힘을 기울였고, 그들에 동참한",0.0,1
닭을 안고 밖으로 나왔다. 마침 밖에는 아무도_ 없고 점순이만 저희 울안에서 헌옷을 뜯는지 혹은 솜을 터는지 웅크리고 앉아서 일을,0.0,1
"뒤섞여 치밀어 올랐다. ""3년쯤 됐어요. 그이가 살아 계셨을 때 저희 집에서 하숙을 했으니까요."" ""어떻게 해서 하숙생을 다 두게 되었습니까?",1.0,1
"알고 있는 사람이 없었습니다. 선생님, 외가와 이웃하며 사실 때 저희 외조부모님에 관해서 아시는 대로 일화라도 들려주이소."" 순욱의 태도나 말이",1.0,1
"요까짓 걸루 어름어름 우리 비위를 맞추려구, 몇 대를 두구서 저희가 우리를 빨어먹은 게 얼만데…… 그걸 다 토해 노려면 안직",0.0,1
"지천을 했더니, 어제 아침이야 '전상'이(득수가) 나와서는 급한 소용이라고 졸라싸서, 저희가 쓰려고 장만해 둔 것을 가져온다는 도리어 나더러 탓이었었다.",0.0,1
"알아차리지 못했다. ""저이가 전에 말한 대루 음악카페나 하나 차려주세요. 저희 전공을 살려 잘해 볼게요."" ""음악카페라면 가라오케 말이냐?"" ""아이 아빠두...",1.0,1
지극 정성으로 염불하며 불공 삼매에 빠지시는 분은 처음 뵈었습니다. 저희 식구들이 복이 있어 난생 처음 불공다운 불공을 한 것,1.0,1
"다시 한 번 노파의 말을 확인하려 했다. ""내가 왜 저희 쌈에 낀다는 겁니까."" ""내가 어떻게 알어! 최서방이 알 일이지.""",0.0,1
영호도 아무 말 안 했다. 영희는 노동자 교회에서 만난 저희 상집 대의원에게 나의 이야기를 해 주고 있었다. 그 시간에,0.0,1
갈 때 옆집의 여자아이가 말을 걸어 왔다. 그 아이는 저희 빨간 차에 기대 서서 뚫어지게 윤호를 쳐다보았다. 윤호는 아무,0.0,1
"듯한 태도를 취해야 하리라고 헤아려졌다. ""그러시다면 세례 요한에 대하여 저희 쪽 사정을 먼저 솔직히 이야기하리다."" 아굴라는 자기 쪽에서 먼저",1.0,1
허비랑 피통(皮通 ─ 사람의 이름)이랑 저희네 동갑계(同甲契)　다섯 사람이 마음은 어리석지만 뜻은 굳어요.,1.0,1
제가 역졸이라고 하려면 증인이 있어야 할 것이옵니다. 그날 저녁 저희 집에 같이 있던 사람들을 증인으로 데리고 가고자 하옵니다. 부안댁이란,1.0,1
"소중히 하는 줄을 초봉이는 진작부터 몰랐던 것은 아니나, 시방 저희 둘이서 재미나게 노는 양을 곰곰이 보고 있노라니까 어디선지 모르게",0.0,1
수 있어? 한데 양귀자들은 왜놈들보다 한술 더 뜬단 말여. 저희 교만 믿으면 당장 운수대통한다고 조상대대로 가지고 있는 이름까지 빼앗고서는,0.0,1
나는 그럴수록 자신의 감정은 억제해야 하였다. '하지만 아버님께서는 아마 저희 교회가 처음이 아니시지요?' 나는 아버니에게 자리를 권하며 밝은 목소리로,1.0,1
"과자를 사 주는 것, 이야기를 해 주는 것, 저희들의 동무의 아버지라는 것 밖에는 그네는 내게 아무 흥미를 가질",0.0,1
"나서, 새삼스럽게 다시 허리를 잠깐 굽혀 보이고는, ""귀사에서도 이번 저희 작전에 취재 기자를 한 분 파견하신 줄 알고 있읍니다만.""",1.0,1
"웃지도 않고 쌀쌀하게 얘기 했었나요? 환자분들할테 스마일 해드리는 게 저희 병원의 모토인 줄 모르시나 봐."" 여자가 예쁘게 눈을 흘겼고,",1.0,1
세상과 간악한 그 백성을 탐내지 마십시오. 이 세상은 역시 저희 같은 무리에게 맡기시고 조용히 흰돌머리에 머무시어 마음속의 크고 거룩한,1.0,1
"갈고 있다. 어제 우리 논을 갈아 줄 때 오늘은 저희 집 논을 갈아야 한다더니, 참말 일찍도 시작했네. 새똥쟁이는 슬며시",0.0,1
"“왜 그리 혼자만 다니세요? 이건 저한테 놀러오신 게 아니구, 저희 집으로 오신 거군요.” 노란 빛 파라솔 밑에서, 그녀는 웃는다.",1.0,1
"잡아둬야 하지 않겠읍니까? 몇 사람 파견해 주셨으면 합니다. 아무래두 저희 두 사람으루는 임무수행을 하기에 역부족일 것 같습니다."" ""정 생각이",1.0,1
"『선생님, 인제 저희들도 내려가요.』",1.0,1
"영영 진주를 단념한 채 부산으로 달아나다가, 최고 적장인 장곡천수일은 저희 나라로 돌아가 풍신수길을 대할 낯이 없었다. 분통이 터져서 지중에서",0.0,1
『책망해 주세요. 모두 저희가 불민한 탓이에요. 그렇지마는 그이는 왜 위험한 곳에 가시면은 가신다고,1.0,1
아니겠오? 이것들을 헌값에 사 모아다가 부산항에 부리면 왜배가 와서 저희 나라로 실어 나르죠. 이 배가 부산에서 돌아올 때에는 화물,0.0,1
할머니… 그런데 글쎄 저 몹쓸 사슴 놈이 저 옹달샘이 저희 아버님이 파 놓은 옹달샘이 아니라는 겁니다. 세상에 이렇게 원통할,1.0,1
"”저희들은 대들지 않고 공손히 손을 들었습니다. 하, 정말 입니다.”",1.0,1
"그래서 어떻게 조처했나?"" ""경찰에 비공식적인 협조 요청을 해두었습니다. 이것은 저희 기관에서 통상적으로 하는 일종의 사람 찾기입니다. 경찰에서는 내용은 전혀",1.0,1
이 고장에는 러시아 병정의 압력이 침추퇴었다. 권비의 폭동을 진압하고 저희 철도를 보호한다는 명목으로 투입된 러시아 병정이었다. 그랬으므로 그들은 권비를,0.0,1
"끄집어 내놓았더군요."" 심양 의원은 정희방과 서춘근을 의심하고 있었다. ""일단 저희 집으로 오십시오. 오셔서 대책을 의논해 봅시다."" ""거긴 위험합니다. 그자들은",1.0,1
내려갔다. '아줌마.' 그는 가정부를 불렀다. '복순이 어디 갔어요? '시골에서 저희 어머니가 올라왔대요. 열시까지 들어오겠다고 했어요.' '그럼 아줌마도 나갔다 와요.,0.0,1
원한 살 일을 저지르고 보니 부끄럽고도 후환이 두렵구료.｣ ｢어르신네께서 저희 시뉘님을 맏며느리로 맞으신 걸 그리 여기시나 본데 좀 지나치십니다요.,1.0,1
사당패와 묘옥이가 한데 어울려 앉은 둔덕 위로 올라왔다. 사당패들은 저희 모가비가 봉패를 했는데도 전혀 개의하지 않고 키들대며 웃고 있었다.,0.0,1
"모두 와서 도와 주잖니.” 성구는 줄곧 이긴다고 우겨댔다. 몽실이 저희 아버지가 이기고 어서 돌아오기를 기다리고 있다는 것을 알기 때문에,",0.0,1
점순이의 학교에서 일찍이 구경도 못해 본 일들이다. 장영희는 점순이를 저희 담임 선생에게까지 데려다 주었다. 직원실에는 한 선생이 벌써 와,0.0,1
"교육과 생명과 퇴직의 세 가지 경우에 모두 적용되는, 말하자면 저희 회사가 새로 창안해 낸 보험 제도예요. 종래의 우리 나라",1.0,1
잃었다. 달아나면서 갑옷까지 활활 벗어 버린다. 적장 안국사는 쓰러진 저희 편 군사를 짓밟고 두 주먹을 불끈 쥐어 뛰달았다. 일루의,0.0,1
말씀이 되어서 잘 알아 들을 수가 없는 것 같아요. 저희들이 좀더 쉽사리 알아 듣고 실천할 수 있도록 지도해 주셨으면,1.0,1
"물질면에서는 고결한 정신환경에서 건전, 건강하게 자란 규수라면 대환영이다.' '그럼 저희 색시들은 담요만 두 개 사오라면 될까요?' 할머니께서 목화를 따시고,",1.0,1
"오라버니가 방학 때 오고 그라믄 저그 어른^5) 저그 어른: 저희 어른. 자기 어른. 최 소심 씨의 오빠+하고는 의가 좋은디,",0.0,1
"""제가 왜 이런 말씀을 드리는가 하면 그런 인연으로 하여 저희 수령님과 월란 누님과의 혼례에 주례를 서 주셨기 때문입니다."" ""뭐?",1.0,1
"물역 쪽으로 난 뒷대문으로 돌아서 저희 방을 옆으로 보며, 그는 안뜰을 지나 부엌으로 들어왔다.",0.0,1
"피안을 향해 가는 것이다. - 이찬갑,<다시 새날의 출발>가운데에서 다시 저희 학교와 지역 이야기로 돌아가겠습니다. 풀무학교는 지역의 뜨락에 몇개의 유관기관들이",1.0,1
갔다. 거기에는 다음과 같이 써 있었다. 10년 정도 전에 저희 아버지게서는 당시늬 동료 의사로부터 수술을 받았습니다. 입회해 주신 당신의,1.0,1
"하기로 했습니다._ 태호 아버지께서는 오랜만에 웃으시면서 말씀하셨습니다._ ""여러분, 감사합니다._ 저희 가족을 도와 주신 은혜 잊지 않고 더욱 열심히 살아가겠습니다.""",1.0,1
"여전히 표정을 흩뜨리지 않은 채 묻기만을 계속했다. ""한 애는 저희 아버지가 대기업 이사고, 한 애는 동대문 시장에서 장살 하는데",0.0,1
할아버지 시비 앞에 있어요. 고개를 돌리면 전주시가 한눈에 들어오고 저희 집이 보여요. 엄마가 뭐하고 있나 하는 것도 알 수,1.0,1
보통 얘기하는 노망의 시초일 거라는 말이었다. 설마 그럴 리가…… 저희 어머님은 아직 그럴 만큼 노인이 아닙니다. 이제 겨우 칠십이신데요.,1.0,1
무신 년에 팔도에 역질이 번져서 시어머니가 돌아가시고 시동생 둘과 저희 딸이 병에 걸려 죽었습니다. 제 딸은 그 때에 네,1.0,1
"있었겠는가. 안으로 들어서자 이번엔 책가방을 든 아이들이 마당 이쪽저쪽에서 저희 어머니들로부터 배웅을 받고 있었다. 아이들은 훨씬 천진하여, 보면서도 안",0.0,1
"여러 가지 상품을 한참 동안이나 바라보다가, 시간이 늦을까 하여 저희 집으로 뛰어들어갔다.",0.0,1
있는 이라크 여자는 조그만 라디오를 가지고 다니며 뉴스를 들었다. 저희 나라에서 차라리 석유가 나지 말았으면 좋겠다는 말도 하였다. 이란이나,0.0,1
"살아 계시지요?｣ ｢예. 어머님은 돌아가셔서 대모를 얻어드렸어요. ｣ ｢글쎄요. 저희 아버님에게도 그렇게 해드려야 하는 것인데, 자식들이 능력이 없어가지구.｣ ｢왜요?",1.0,1
우리 살아 나온 것도 그래요. 저거 아부지가48) 저거 아부지: 저희 아부지 안질이49) 안질: 눈 옳잖으이께네 우리 큰딸이 기중 고생했어.,0.0,1
길어다 놓고 국자를 담가 놓고 그 물을 떠 간수들이 저희들의 차도 달여 먹고 죄인들이 물을 청하면 한 국자씩 떠주고,0.0,1
학원수강이나 잦은 술 때문만은 아니었다. 그보다는 김왕흥씨가 귀가하기 전 저희 누이가 어머니를 상대로 하는 술주정의 내용이 내 그런 느낌의,0.0,1
"〈흥, 저희들은 무엇이길래.〉 하여 보지마는, 세상이라는 무정하고도 어마어마하게 큰 물건의 압박은",0.0,1
오늘 저녁 다른 스케줄이 있냐구요? 별다른 일은 없습니다만.... 그럼 저희 일행과 합석해요. 아까 그 사람들 아직 안 갔습니까? 지금,1.0,1
"정작 대표자는 상긋상긋 웃고만 앉았고 수행원인 김종렬이가 입을 열어, ‘저희가 오늘 선생을 찾은 것은’ 함이 하도 우스워서 형식은 속으로",1.0,1
"말 끝에 학생이 눈물을 글썽거리며 울먹이는 소리로 말했습니다. ""선생님, 저희 학생들은 거의가 다 저처럼 날지 못한다는 걸 알면서도 하늘을",1.0,1
저희들끼리 이런 소리를 주고받고 고개들을 기울여서는 무슨 구경거리나 되는 듯이,0.0,1
"묻더군요. 통 못 보셨겠지요, 물론?｣ ｢네 도통. 그 이후로 저희 집에도 통 안 오셨어요｣ ｢그렇군요. 그렇지요, 아마 그랬을 겁니다.",1.0,1
"일에 온힘을 쏟으면 빨리 끝낼 수 있을 겁니다. 아버님, 저희 뜻을 받아들여 주십시오."" ""이 일은 내 일일세. 내가 하는",1.0,1
"저는 젊으니까 교직을 물러난다 해도 무슨일이든지 할 수 있지만, 저희 교장 선생님께선 노인이시어서 그러실 수가 없읍니다. 그분은 내년이 정년이십니다.",1.0,1
그것은 사실이었다. 이홍장이 나오고 있었다. 일본에 왔을 망정 그는 저희 나라의 풍습대로 평교자를 타고 나타났다. 앞뒤 네 명씩의 교군이,0.0,1
"함께 혼용된 적도 있어 임금의 칭호가 어지러웠습니다. 그러니 이번에 저희 신하들이 〈신라국왕(新羅國王)〉이라는 존호(尊號)를, 임금의 칭호로 삼가 올리오니 가납하여주시기를 앙망하옵니다]",1.0,1
"있지를 않나, 삼사십 전짜리 약을 맨들어서 광고를 크게 내면, 저희가 광고요금꺼정 약값에다가 껴서 내구 좋다구 사다 먹질 않나. 그러니",0.0,1
때가 왔습니다. 너나 할 것 없이 투쟁의 선봉대가 됩시다. 저희 결사대원들은 이번만큼은 결코 물러설 수 없는 이 싸움을 반드시,1.0,1
"소중하옵고 길가(吉哥) 성 가진 고로 길신천(吉信川)이라 존행하옵니다."" ""황망히 말씀드리오나 저희 동료 중에 불미한 자가 있어 부상의 이름을 더럽혀 놓았으니",1.0,1
"""한 열흘요."" ""묵을 곳은 있나요?"" ""어떻게 마련해 봐야죠."" ""그럼 저희 집에 묵도록 해요. 아르바이트는 안 해도 좋으니까 다른 곳으로",1.0,1
"구의 해석이었다. 원래 정계비라는 것이 청의 강희제가 목극동에게 명령하여 저희 멋대로 독단적으로 세운 것인데, 그ㅡ 토문이라는 강은 정계비 있는",0.0,1
"지영씨가 걱정할 성질의 것은 아니라구 생각되는데요?"" ""그렇지 않아요. 아시겠지만 저희 집 입장으로서는 아빠의 대를 이어서 기업을 육성시킬 아들이 없거든요.",1.0,1
객지에 사는 사람들의 애환을 모른다. 그래서 하다못해 쌀가게 이름이 저희 고향 쪽이라고 반가워하는 아내의 심정을 나는 충분히 이해할 수가,0.0,1
사내의 눈치를 힐끗 살핀다. 사내는 알겠다는 듯이 고개를 끄덕이더니 저희 집 쪽으로 저벅저벅 걸어간다. 희미한 불빛이 새어 나오고 있는,0.0,1
"왜······. -그랬더니 글쎄 그 소년 과부가 얼굴을 발갛게 물들이며, 저희 집은 사람들의 이목이 번다한데어떻게 스님을 조용히 만나 뵈올 수가",0.0,1
"건데요."" ""글쎄, 그래두……"" 어머니와 아들은 뒤를 돌아보며 서로 이끌며 저희 자리로 돌아왔다. 이튿날 새벽, 찻속은 몹시 추웠다. 어제 조선에서처럼",0.0,1
"의원 말고 교포 의원이 또 있다는 말인가? ""어리둥절하실 겁니다. 저희 역시 그랬으니까요."" 정희방은 보리차에 설탕을 세 숟갈이나 타고는 휘저었다.",1.0,1
"집없는 고생 안 시킬려고 장만한 집이니까, 아들 장개나 들거든 저희 끼리 들어가 살라고 할 거구먼요. 우리 서방, 복도 지지리도",0.0,1
"""저에게는 그 때 좋아하는 청년이 있었지요. 가문 좋은 청년이었어요. 저희 가문도 옛날에는 나쁘지 않았지만 아버지가 가난해서 예인(藝人;한국의 사당패와 비슷함)으로",1.0,1
"그때 신중히 생각하셔서 판단을 내려주시기 바랍니다. 그 애 때문에 저희 집안에서 여러 가지 복잡하고 어려운 일이 많이 일어나고 있고,",1.0,1
그녀의 귀에 들릴 것 같아 더 얼굴이 달아올랐다. 선생님은 저희 집에 오늘 처음이시죠. 조 사장님은 단골이세요. 아까 그 미스,1.0,1
"전혀 없으신 것도 아닌 듯했는데, 어떠합니까? 비록 집은 누추하지만 저희 집에서 하루밤 쉬어 가십시오."" 참으로 뜻밖의 일이었습니다. 이 감찰은",1.0,1
"빙그레 웃었습니다. 이튿날 친정집에 간_ 딸이 ""아버지, 오늘 점심은 저희 집에 오셔서 드십시오."" ""왜?_ 무슨날이냐?"" ""애아버지 생일 이랍니다."" ""그래?",1.0,1
"관리를 어떻게 해 나가고 있는지요. 소개해 주시죠. 陣 = 저희 회사의 경우가 기업 전반을 대표할 수 있을 지 의문스럽습니다만,",1.0,1
개인적으로도 보람이 있겠지요. 어쨌든 내 동포니까요. 토이가 그에게 뭐라고 저희 말로 지껄였다. 구엔 타트는 눈가에 주름을 잡으면서 부드럽게 웃었다.,0.0,1
구리게 웃는다. 운섭은 되우 창피하다. 감옥 사는 놈 치고 저희 집에 금송아지가 없는 놈 없다. 너나 할 것 없이,0.0,1
"보고 있던 박서방의 아들입니다. 대감께서 적당에게 몰려 행방불명이 되시면서, 저희 아버지께 아씨 일을 부탁하시고, 아비도 또 무뢰배에 휩쓸려 돌아다니는",1.0,1
다시는 것처럼 한다. 명준은 수박씨를 손바닥에 뱉으면서 웃어보인다. “정말 저희 집으로 오신 거예요?” 명준은 접시에 손을 털어내면서 낯빛을 고친다.,1.0,1
"사포를 쓴 순사거니, 혹시 별순검인지도 몰라, 이렇게 여긴대도 그들은 저희들이 방금 길 복판에다가 구루마를 놓았다거나, 술취해 야료를 부렸다거나 하지",0.0,1
태호 : 강우석 검사님이시죠. 우석 : 그런데요 태호 : 저희 회장님께서 인사를 여쭙고 싶다고 하십니다. 용건이 있으면 검찰로 찾아오라고,1.0,1
바깥에서는 여러 사람들이 이 꼴을 보며 저희들끼리 떠들었으나 거들어 주는 자는 없었다.,0.0,1
쫓기 위해 만용을 부렸던 집은 최 삼봉이나 윤서방 같은 저희 패의 어느 한 집이 아니었다. 오히려 이 한복 영감,0.0,1
저신 형은 저 시궁창의 지렁이가 된 지 오래이지 않아요? 저희 누나는 또 어떻게 되었습니까? 청해장 호텔 방에서 저신 형,1.0,1
"혈안되어 있는 한편, 개항지마다 풀어놓아 상권을 장악하고 있는 수만의 저희 상인들을 통해 은전은 물론 지폐 · 엽전까지 싹싹 쓸어가니,",0.0,1
"드리지 않도록 온 힘을 기울이겠습니다. 이것은 제 말이 아니고 저희 회장님 약속입니다."" ""알겠소."" 나는 한 나라의 위신과 체면이 오로지",1.0,1
"먼저 달변가인 김 사장이 입을 열었다. ""그 문제는 어쨌든 저희 업자들 책임도 크고 하니 신중하게 처리하되 같이 협조해야 된다고",1.0,1
"축사를 했다. ""이 자리에 참석하신 내외 귀빈 여러분! 오늘 저희 금성사 헌츠빌 공장의 준공을 맞아 내외 귀빈 여러분을 모시고",1.0,1
들으니 바로 내가 그 이상한 꿈을 꾸던 새벽 무렵하여 저희 나라로 출발했다는 것이었다 ……. 그 일로 내가 받은 충격은,0.0,1
"“선생님, 오늘 놉니까. 저희도 놀아요?” 하고 삼사년급에서도 노는데 자기도 놀기를 바란다고 한다.",1.0,1
"밑에 누워 있는 다른 농부를 가리키며 말했다. ""이 들것을 저희 둘이 들고 왔습니다. 그런데 녀석의 병이 도져 버린 통에",1.0,1
"상급학교 수험공부 하느라고 공부를 하고 있었을 어떤밤, 그 사람은 저희 아버지의 섹스에서 발사되어 저의 어머니 섹스 속으로 들어가고 있었던",0.0,1
"내 귀를 의심했다. ""반에서가 아니고 전교에서 15등이겠지""했더니 그게 아니고 저희 반에서 15등이란다. 전교 4등 하던 애였는데……. 아침은 언니가 하고",0.0,1
"관리 요원을 합하면 30만 명에 육박하고 있는 실정입니다. 덧붙이자면 저희 국일 생명은 그중에서도 선두를 다투는 유수한 업쳅니다."" 희은은 노트에",1.0,1
"차례 들었습니다. 본가가 강진에 있었는데 태호 선생이나 월초 선생께서 저희 부친과 교유가있었지요. 부안에 칩거하신단 얘기는 전혀 몰랐소이다."" ""강진에 사셨다면",1.0,1
조석 끼니를 바루 먹는 집이 열의 두세 집두 안됩니다. 저희 동네 형편으루는 각항 지공두 하기 어렵솝지만 우선 산서 안,1.0,1
셈이었다. ｢의를 위하야 핍박을 받은 자는 복이 있나니 천국이 저희 것임이라.｣ 김진봉이 다시 중얼거렸다. 이번엔 제법 큰 소리였다. 그는,0.0,1
"준 은행으로 차를 몰고 돌진한 멍청이가 다 있었다니."" ""예? 저희 당숙이 자살을 시도했었다구요?"" ""그렇다네. 바로 사나흘만 지나면 들어올 돈이",1.0,1
"분명해 보였다. ""며칠 전에 방송하면서 우리 나라라고 하지 않고 저희 나라라고 했었죠? 그리고 어떤 대학생한테 그 따위 전화질을 하지",1.0,1
현주의 발등이나_ 종아리를 쪼아대며 졸졸 따라 다니는 것이었다. 그렇지만 저희 동무가 다_ 알을 낳게 되어도 꼬마는 알을 낳지 못하였다.,0.0,1
금지 내지는 규제할 수 없지만(웃음) 술은 삼가하도록 요구하고 있지요. 저희 공장은 화차에 의한 수송 관계로 철도 引入線이 공장 구내에,1.0,1
하는 사람들이 생겼으니 속았다는 생각이 드는 거죠. 제가아주 솔직하게 저희 내부 사정을 다 말씀드리는 겁니다. 우리들 보고 여러분들 자주,1.0,1
